ID,BANDO,PROV,DATA.CRE,FORMA.GIU,ART.B.CU,FILANTRO,INN.CULT,POL.SOC,RIC.ISTR,APP.SOFT,ARCH.BIB,ARCHITET,ARTI.VIS,ARTIGIAN,AUDIOVIS,COMMUNIT,CONCORSO,DESIGN,DID.FORM,EDITORIA,ENOGASTR,EVENTI,FESTIVAL,INT.SOC,PATRIMON,SOC.NET,SPAZI,SPETTAC,SPORT,TURISMO,WEB,ALTRO,AREA.TER,RIL.TER,TARGET,T.GIOVAN,T.ADULTI,T.ANZIAN,T.SETT,T.DONNE,T.MIGRAN,T.DV.AB,T.ALTRO,FIN.PREC,FIN.PR.E,E.RICAVI,E.C.AMM,E.C.PRIV,E.COFIN,E.SPAOLO,E.ALTRO,U.HR,U.SERVIZ,U.BENI,U.ALTRO,E.U.TOT
178,Ora! 2016,Altra provincia italiana,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente, ,Locale (comunale o provinciale),Non applicabile,Generico, , , , , , , , ,No, ,0,0,17.1,5.2,77.8,0,82.2,17.8,0,0,€ 50.000-59.999
179,Ora! 2016,Altra provincia italiana,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Nazionale,Non applicabile,Entrambi,Presente,Assente,Assente,Assente,Assente,Assente,Assente, ,No, ,0,0,0,22.2,77.8,0,25.6,31,17.5,26,€ 50.000-59.999
180,Ora! 2016,Torino,2010-2014,Altro,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Locale (comunale o provinciale),Non applicabile,Specifico,Presente,Presente,Assente,Assente,Assente,Assente,Assente, ,No, ,0,3.3,10,6.7,80,0,45,31.3,22.3,1.3,€ 30.000-39.999
181,Ora! 2016,Torino,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Presente,Assente,Assente,Assente, ,Regionale o interregionale,Non applicabile,Generico, , , , , , , , ,No, ,3.3,13.3,30,3.3,50,0,33.3,66.7,0,0,€ 30.000-39.999
182,Ora! 2016,Altra provincia italiana,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Presente,Assente,Presente,Assente,Presente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Locale (comunale o provinciale),Non applicabile,Specifico,Presente,Assente,Assente,Presente,Assente,Assente,Assente, ,No, ,0,24.9,0,10,65.1,0,40.9,53.2,0,6,€ 20.000-29.999
183,Ora! 2016,Altra provincia italiana,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Presente,Assente,Regionale o interregionale,Non applicabile,Specifico,Presente,Presente,Assente,Assente,Assente,Assente,Assente, ,No, ,6.3,0,11.1,11.1,71.4,0,33.3,51.4,11.3,4,€ 60.000-69.999
184,Ora! 2016,Genova,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Presente,Presente,Assente,Presente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente, ,Locale (comunale o provinciale),Non applicabile,Generico, , , , , , , , ,No, ,0,6.8,10.7,2.6,80,0,76.4,5,7.9,10.7,€ 50.000-59.999
185,Ora! 2016,Altra provincia italiana,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Presente,Assente,Assente,Assente,Assente,Presente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente, ,Locale (comunale o provinciale),Non applicabile,Generico, , , , , , , , ,No, ,0,6.7,13.3,0,0,80,4.2,69.8,0,26,€ 30.000-39.999
186,Ora! 2016,Torino,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Presente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Locale (comunale o provinciale),Non applicabile,Specifico,Presente,Assente,Assente,Assente,Assente,Assente,Assente, ,No, ,2.7,0,21.5,0,75.8,0,46.8,38,14.6,.5,€ 50.000-59.999
187,Ora! 2016,Altra provincia italiana,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Presente,Presente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente, ,Locale (comunale o provinciale),Non applicabile,Generico, , , , , , , , ,No, ,0,0,20,0,80,0,46.4,31.5,22.2,0,€ 50.000-59.999
188,Ora! 2016,Genova,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,Locale (comunale o provinciale),Non applicabile,Generico, , , , , , , , ,No, ,0,15.5,0,7.8,7,69.8,19.4,80.6,0,0,€ 60.000-69.999
189,Ora! 2016,Altra provincia italiana,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Locale (comunale o provinciale),Non applicabile,Specifico,Presente,Assente,Assente,Assente,Assente,Assente,Assente, ,No, ,0,0,14.9,0,79.7,5.4,18.9,32.4,48.6,0,€ 30.000-39.999
190,Ora! 2016,Genova,2000-2004,"Istruzione, università e ricerca",Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Presente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente, ,Locale (comunale o provinciale),Non applicabile,Generico, , , , , , , , ,No, ,0,0,19.4,0,80.6,0,12.2,87.8,0,0,€ 50.000-59.999
191,Ora! 2016,Torino,2005-2009,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente, ,Locale (comunale o provinciale),Non applicabile,Generico, , , , , , , , ,No, ,0,0,0,20,80,0,59.3,12.2,26.7,1.8,€ 40.000-49.999
192,Ora! 2016,Torino,2010-2014,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Locale (comunale o provinciale),Non applicabile,Specifico,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,No, ,11.5,0,5.2,3.3,80,0,63.1,22.5,13.5,.9,€ 40.000-49.999
193,Ora! 2016,Genova,2000-2004,"Istruzione, università e ricerca",Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Presente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,Locale (comunale o provinciale),Non applicabile,Generico, , , , , , , , ,No, ,0,8.6,1.8,9.6,80,0,46.5,44.2,0,9.2,€ 50.000-59.999
194,Ora! 2016,Altra provincia italiana,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Presente, ,Locale (comunale o provinciale),Non applicabile,Generico, , , , , , , , ,No, ,1.7,10.3,6.9,11.7,69.4,0,38.7,23.7,37.6,0,€ 60.000-69.999
195,Ora! 2016,Torino,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Presente,Presente,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Locale (comunale o provinciale),Non applicabile,Specifico,Presente,Assente,Assente,Presente,Assente,Assente,Assente, ,No, ,0,5.6,5.6,0,80,8.9,46.3,20.4,33.3,0,€ 50.000-59.999
196,Ora! 2016,Altra provincia piemontese,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,Locale (comunale o provinciale),Non applicabile,Generico, , , , , , , , ,No, ,11.3,4.3,13.9,10.2,60.2,0,11.6,73.4,15,0,€ 50.000-59.999
197,Ora! 2016,Torino,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Presente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,Locale (comunale o provinciale),Non applicabile,Generico, , , , , , , , ,No, ,7.7,0,0,0,76.9,15.4,73.1,26.9,0,0,€ 20.000-29.999
198,Ora! 2016,Torino,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Regionale o interregionale,Non applicabile,Specifico,Presente,Assente,Assente,Assente,Assente,Assente,Assente, ,No, ,30.6,0,1.6,0,66.1,1.6,54.9,32,13.1,0,€ 60.000-69.999
199,Ora! 2016,Altra provincia italiana,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Presente,Assente,Assente,Assente, ,Locale (comunale o provinciale),Non applicabile,Generico, , , , , , , , ,No, ,11.3,0,0,4.2,80,4.5,46.6,37.8,.4,15.1,€ 40.000-49.999
200,Ora! 2016,Altra provincia italiana,2015 e oltre,Altro,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,Locale (comunale o provinciale),Non applicabile,Generico, , , , , , , , ,No, ,1.7,0,2.9,17.7,77.7,0,87.4,7.3,5.3,0,€ 50.000-59.999
201,Ora! 2016,Torino,2000-2004,Altro,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Regionale o interregionale,Non applicabile,Specifico,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,No, ,9.6,0,0,0,80.1,10.4,61.1,38.9,0,0,€ 40.000-49.999
202,Ora! 2016,Torino,2005-2009,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Presente,Assente,Assente,Assente, ,Locale (comunale o provinciale),Non applicabile,Generico, , , , , , , , ,No, ,0,0,0,25,75,0,65.5,34.5,0,0,€ 20.000-29.999
203,Ora! 2016,Torino,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente, ,Regionale o interregionale,Non applicabile,Generico, , , , , , , , ,No, ,8.6,0,11.5,0,79.9,0,36.5,63.5,0,0,€ 50.000-59.999
204,Ora! 2016,Torino,2010-2014,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Presente, ,Regionale o interregionale,Non applicabile,Generico, , , , , , , , ,No, ,10.7,0,5.8,3.6,80,0,74.8,0,16.4,8.9,€ 50.000-59.999
205,Ora! 2016,Torino,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente, ,Locale (comunale o provinciale),Non applicabile,Generico, , , , , , , , ,No, ,4.4,14.7,14.7,0,66.2,0,39.7,45.6,14.7,0,€ 60.000-69.999
206,Ora! 2016,Torino,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Locale (comunale o provinciale),Non applicabile,Specifico,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,No, ,25,3,27,0,45,0,15,85,0,0,€ 70.000 e oltre
207,Ora! 2016,Torino,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Presente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Regionale o interregionale,Non applicabile,Specifico,Presente,Assente,Assente,Presente,Assente,Assente,Assente, ,No, ,1.4,22.2,19.4,2.8,54.2,0,52.6,39.6,6.1,1.7,€ 70.000 e oltre
208,Ora! 2016,Altra provincia italiana,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Presente,Assente,Assente,Assente,Regionale o interregionale,Non applicabile,Specifico,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,No, ,0,0,3.8,16.2,80,0,92.6,7.4,0,0,€ 50.000-59.999
209,Ora! 2016,Torino,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,Locale (comunale o provinciale),Non applicabile,Generico, , , , , , , , ,No, ,6.7,0,8.3,5,80,0,68.3,24.3,2.3,5,€ 30.000-39.999
210,Ora! 2016,Torino,2015 e oltre,Fondazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Locale (comunale o provinciale),Non applicabile,Entrambi,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,No, ,3.1,0,6.2,13.9,76.9,0,28.7,45,26.3,0,€ 30.000-39.999
211,Ora! 2016,Torino,2000-2004,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Presente,Presente,Presente,Assente,Assente,Presente, ,Locale (comunale o provinciale),Non applicabile,Generico, , , , , , , , ,No, ,0,0,0,0,78.9,21.1,78.9,8.5,12.6,0,€ 20.000-29.999
212,Ora! 2016,Altra provincia ligure,2015 e oltre,Cooperativa,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,Locale (comunale o provinciale),Non applicabile,Generico, , , , , , , , ,No, ,0,0,0,23.1,76.9,0,53.8,36.5,0,9.6,€ 50.000-59.999
213,Ora! 2016,Torino,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Locale (comunale o provinciale),Non applicabile,Specifico,Presente,Assente,Assente,Assente,Assente,Assente,Assente, ,No, ,0,0,0,20,80,0,92,8,0,0,€ 20.000-29.999
214,Ora! 2016,Altra provincia italiana,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Locale (comunale o provinciale),Non applicabile,Specifico,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,No, ,0,0,0,0,73.8,26.2,16.4,18,55.7,9.8,€ 60.000-69.999
215,Ora! 2016,Genova,2005-2009,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Regionale o interregionale,Non applicabile,Specifico,Presente,Assente,Assente,Assente,Assente,Assente,Assente, ,No, ,0,0,0,20,80,0,62.5,17.5,0,20,€ 40.000-49.999
216,Ora! 2016,Torino,2010-2014,Altro,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,Locale (comunale o provinciale),Non applicabile,Generico, , , , , , , , ,No, ,7.3,0,12.7,0,80,0,37.9,43,19.1,0,€ 40.000-49.999
217,Ora! 2016,Torino,2005-2009,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Locale (comunale o provinciale),Non applicabile,Entrambi,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,No, ,12.7,7.9,0,7.9,55.6,15.9,47.6,46.5,1.9,4,€ 60.000-69.999
218,Ora! 2016,Torino,2010-2014,Altro,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Locale (comunale o provinciale),Non applicabile,Entrambi,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,Sì,Fino a € 20.000,9.6,0,0,7.9,78.9,3.5,61.4,21.1,5.3,12.3,€ 50.000-59.999
219,Ora! 2016,Genova,2000-2004,"Istruzione, università e ricerca",Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Presente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente, ,Locale (comunale o provinciale),Non applicabile,Generico, , , , , , , , ,No, ,0,43.3,0,0,56.7,0,66.2,20.1,12.2,1.5,€ 40.000-49.999
